"Term","Synonym","UG/GR","Section Number","Subject","Course #","Section #","Crs Level","Course Type","Reg Restrictions","Bldg","Room","Section Title","Faculty Name (LFM)","Faculty Name 2 (LFM)","Sec Start Date","Meeting Start Date","Sec End Date","Meeting End Date","Start Time","End Time","Days","Sec Num Of Weeks ","Min Cred","Max Cred","Capacity","Enr Count","Wait","Depts","Divisions","College","Faculty Last Name","Faculty First Name","Instr Method","Sun","Mon","Tue","Wed","Thu","Fri","Sat","SEC.XLIST","SEC.FEE","Primary Section ","SEC.COMMENTS","SEC.PRINTED.COMMENTS","Academic Year","Term Sort No","Only Pass/NoPass","Allow Pass/NoPass","Bldg","Room","Start Date","End Date","Start Time","Start Time 24hr","End Time","End Time 24hr"
"2023SP","3641","UG","NURS-2013C-04","NURS","2013C","04","2","CLINC","LEVEL, NURS, SECOKENR","HP","HP*206","Fund of Nursing Theory Clinica","Lee, Rhea Ann","Steele, Taylor Jean","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 2:30 PM","TH","16","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Lee","Rhea","LAB","","","","","Y","","","","0.00","NURS-2013C-04","**CLASSMERGE:NURS-2013C-01","","2022","3","N","N","HP","206","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 2:30 PM","14:30:00"
"2023SP","6403","UG","NURS-2013C-05","NURS","2013C","05","2","CLINC","LEVEL, NURS, SECOKENR","HP","HP*206","Fund of Nursing Theory Clinica","Lee, Rhea Ann","Steele, Taylor Jean","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 11:40 AM"," 2:30 PM","T","16","0.00","0.00","10","0","","NURS","NHSCI","PROF (College Professional Studies)","Lee","Rhea","LAB","","","Y","","","","","","0.00","NURS-2013C-05","**CLASSMERGE:NURS-2013C-01","","2022","3","N","N","HP","206","2023-01-08","2023-04-27"," 11:40 AM","11:40:00"," 2:30 PM","14:30:00"
"2023SP","","UG","CMSC-3443-01","CMSC","3443","01","3","STND","LEVEL, SECOKENR","PEC","PEC*228","Computer Org & Arch","Leftwich, Donald Ray","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:00 AM"," 9:50 AM","MWF","16","3.00","0.00","35","0","","MATH","ENGCS","PROF (College Professional Studies)","Leftwich","Donald","LEC","","Y","","Y","","Y","","","0.00","CMSC-3443-01","","","2022","3","N","N","PEC","228","2023-01-08","2023-04-27"," 9:00 AM","09:00:00"," 9:50 AM","09:50:00"
"2023SP","","UG","MATH-2314-01","MATH","2314","01","2","STND","LEVEL, SECOKENR","PEC","PEC*228","Calculus III","Leftwich, Donald Ray","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:40 PM"," 2:30 PM","MTWF","16","4.00","0.00","40","0","","MATH","ENGCS","PROF (College Professional Studies)","Leftwich","Donald","LEC","","Y","Y","Y","","Y","","","0.00","MATH-2314-01","","","2022","3","N","N","PEC","228","2023-01-08","2023-04-27"," 1:40 PM","13:40:00"," 2:30 PM","14:30:00"
"2023SP","9920","UG","MATH-3413-01","MATH","3413","01","3","STND","LEVEL, SECOKENR","NSW","NSW*204","Modern Algebra II","Leftwich, Donald Ray","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","30","0","","MATH","ENGCS","PROF (College Professional Studies)","Leftwich","Donald","LEC","","","Y","","Y","","","","0.00","MATH-3413-01","","","2022","3","N","N","NSW","204","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","1570","UG","MATH-3813-01","MATH","3813","01","3","STND","LEVEL","HSH","HSH*212","Modern Geometry","Leftwich, Donald Ray","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:55 PM","TTH","16","3.00","0.00","30","0","","MATH","ENGCS","PROF (College Professional Studies)","Leftwich","Donald","LEC","","","Y","","Y","","","","0.00","MATH-3813-01","","","2022","3","N","N","HSH","212","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:55 PM","15:55:00"
"2023SP","0577","UG","CMSC-2011-03","CMSC","2011","03","1","STND","LEVEL","PEC","PEC*228","Cs Team I - Robotics","Li, Fang","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 3:40 PM,  3:40 PM"," 5:30 PM,  5:30 PM","WW","16","1.00","0.00","25","0","","CSIS","ENGCS","PROF (College Professional Studies)","Li","Fang","LEC",", ",", ",", ","Y, Y",", ",", ",", ","","0.00","CMSC-2011-03","","","2022","3","N","N","PEC, PEC","228, 227","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 3:40 PM,  3:40 PM","15:40:00, 15:40:00"," 5:30 PM,  5:30 PM","17:30:00, 17:30:00"
"2023SP","0588","UG","CMSC-4011-03","CMSC","4011","03","4","STND","LEVEL","PEC","PEC*228","Cs Team 2 - Robotics","Li, Fang","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 3:40 PM,  3:40 PM"," 5:30 PM,  5:30 PM","WW","16","1.00","0.00","25","0","","CSIS","ENGCS","PROF (College Professional Studies)","Li","Fang","LEC",", ",", ",", ","Y, Y",", ",", ",", ","","0.00","CMSC-4011-03","","","2022","3","N","N","PEC, PEC","228, 227","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 3:40 PM,  3:40 PM","15:40:00, 15:40:00"," 5:30 PM,  5:30 PM","17:30:00, 17:30:00"
"2023SP","","UG","CMSC-4413-01","CMSC","4413","01","4","STND","LEVEL, SECOKENR","PEC","PEC*233","Operating Systems","Li, Fang","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","40","0","","MATH","ENGCS","PROF (College Professional Studies)","Li","Fang","LEC","","Y","","Y","","Y","","","0.00","CMSC-4413-01","Cross Listed for MSE (CMSC-5413-01)","","2022","3","N","N","PEC","233","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","7625","UG","CMSC-4513-01","CMSC","4513","01","4","STND","LEVEL, SECOKENR","HSH","HSH*207","Programming Languages","Li, Fang","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","3.00","0.00","35","0","","MATH","ENGCS","PROF (College Professional Studies)","Li","Fang","LEC","","Y","","Y","","Y","","","0.00","CMSC-4513-01","","","2022","3","N","N","HSH","207","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","6936","GR","CMSC-5333-01","CMSC","5333","01","5","STND","LEVEL","HSH","HSH*211","Advanced Database Systems","Li, Fang","","2023-03-06","2023-03-06","2023-04-27","2023-04-27"," 6:00 PM"," 9:30 PM","T","8","3.00","0.00","25","0","","CSIS","ENGCS","PROF (College Professional Studies)","Li","Fang","LEC","","","Y","","","","","","0.00","CMSC-5333-01","","","2022","3","N","N","HSH","211","2023-03-06","2023-04-27"," 6:00 PM","18:00:00"," 9:30 PM","21:30:00"
"2023SP","0871","GR","CMSC-5333-02","CMSC","5333","02","5","STND","LEVEL","HSH","HSH*211","Advanced Database Systems","Li, Fang","","2023-03-06","2023-03-06","2023-04-27","2023-04-27"," 6:00 PM"," 9:30 PM","TH","8","3.00","0.00","26","0","","CSIS","ENGCS","PROF (College Professional Studies)","Li","Fang","LEC","","","","","Y","","","","0.00","CMSC-5333-02","","","2022","3","N","N","HSH","211","2023-03-06","2023-04-27"," 6:00 PM","18:00:00"," 9:30 PM","21:30:00"
"2023SP","9881","UG","BIOL-1031-01","BIOL","1031","01","1","STND, GENED, COREU","LEVEL, SECOKENR","NSW","NSW*110","Metacognitive Learning Strateg","Long, Lindsey Joy","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","1.00","0.00","24","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC","","Y","","Y","","Y","","","0.00","BIOL-1031-01","","","2022","3","N","N","NSW","110","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","8669","UG","BIOL-1115-01","BIOL","1115","01","1","STND, GENED","LEVEL, SECOKENR","NSW","NSW*110","Gen Bio I:Cell & Molecular","Long, Lindsey Joy","Hunt, Jonathan Jerad","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 8:00 AM,  11:40 AM"," 9:20 AM,  2:30 PM","M W FTH","16","5.00","0.00","24","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC, LAB",", ","Y, ",", ","Y, ",", Y","Y, ",", ","","0.00","BIOL-1115-01","","","2022","3","N","N","NSW, HSH","110, 103","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 8:00 AM,  11:40 AM","08:00:00, 11:40:00"," 9:20 AM,  2:30 PM","09:20:00, 14:30:00"
"2023SP","6382","UG","BIOL-2314-01","BIOL","2314","01","2","STND","LEVEL, SECOKENR","NSW","NSW*109","Genetics","Long, Lindsey Joy","Long, Lindsey Joy","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 1:40 PM,  8:00 AM"," 2:30 PM,  10:50 AM","M W FTH","16","4.00","0.00","14","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC, LAB",", ","Y, ",", ","Y, ",", Y","Y, ",", ","","0.00","BIOL-2314-01","","","2022","3","N","N","NSW, NSW","109, 109","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 1:40 PM,  8:00 AM","13:40:00, 08:00:00"," 2:30 PM,  10:50 AM","14:30:00, 10:50:00"
"2023SP","6383","UG","BIOL-2314-02","BIOL","2314","02","2","STND","LEVEL, SECOKENR","NSW","NSW*109","Genetics","Long, Lindsey Joy","Long, Lindsey Joy","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 1:40 PM,  11:40 AM"," 2:30 PM,  2:30 PM","M W FTH","16","4.00","0.00","14","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC, LAB",", ","Y, ",", ","Y, ",", Y","Y, ",", ","","0.00","BIOL-2314-02","**CLASSMERGE:BIOL-2314-01","","2022","3","N","N","NSW, NSW","109, 109","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 1:40 PM,  11:40 AM","13:40:00, 11:40:00"," 2:30 PM,  2:30 PM","14:30:00, 14:30:00"
"2023SP","6104","UG","BIOL-4123-01","BIOL","4123","01","4","STND","LEVEL, JRSTNDNG, SECOKENR","NSW","NSW*110","Biochemistry II","Long, Lindsey Joy","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","30","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC","","Y","","Y","","Y","","2478","0.00","BIOL-4123-01","","","2022","3","N","N","NSW","110","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","9969","UG","BIOL-4411-01","BIOL","4411","01","4","STND","LEVEL, JRSTNDNG, SECOKENR","TBA","TBA*TBA","Intro to Research","Long, Lindsey Joy","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC","","","","","","","","","0.00","BIOL-4411-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","9980","UG","BIOL-4412-01","BIOL","4412","01","4","STND","JRSTNDNG, LEVEL, SECOKENR","","*","Undergraduate Research","Long, Lindsey Joy","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","2.00","0.00","0","0","","BIOS","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC","","","","","","","","","0.00","BIOL-4412-01","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","3325","UG","CHEM-4123-01","CHEM","4123","01","4","STND","LEVEL, SECOKENR","NSW","NSW*110","Biochemistry II","Long, Lindsey Joy","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","6","0","","PHYSC","NHSCI","PROF (College Professional Studies)","Long","Lindsey","LEC","","Y","","Y","","Y","","2478","0.00","BIOL-4123-01","**CLASSMERGE:BIOL-4123-01","","2022","3","N","N","NSW","110","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","5448","UG","COMM-1213-04","COMM","1213","04","1","STND","LEVEL","GC","GC*113","Oral Communication","Lowry, David Neil","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 12:40 PM"," 1:30 PM","MWF","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Lowry","David","LEC","","Y","","Y","","Y","","","0.00","COMM-1213-04","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 12:40 PM","12:40:00"," 1:30 PM","13:30:00"
"2023SP","8158","UG","COMM-2003-01","COMM","2003","01","2","STND","LEVEL","GC","GC*111","Effective Leadership","Lowry, David Neil","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 9:30 AM"," 10:45 AM","TTH","16","3.00","0.00","30","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Lowry","David","LEC","","","Y","","Y","","","","0.00","COMM-2003-01","","","2022","3","N","N","GC","111","2023-01-08","2023-04-27"," 9:30 AM","09:30:00"," 10:45 AM","10:45:00"
"2023SP","0601","UG","COMM-4523-01","COMM","4523","01","4","STND","LEVEL","GC","GC*113","Conflict Resolution & Peacemak","Lowry, David Neil","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:10 PM"," 2:25 PM","TTH","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Lowry","David","LEC","","","Y","","Y","","","2523","0.00","COMM-4523-01","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 1:10 PM","13:10:00"," 2:25 PM","14:25:00"
"2023SP","0704","GR","COMM-5523-01","COMM","5523","01","5","STND","LEVEL","GC","GC*113","Conflict Resolution & Peacemak","Lowry, David Neil","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 1:10 PM"," 2:25 PM","TTH","16","3.00","0.00","5","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Lowry","David","LEC","","","Y","","Y","","","2523","0.00","COMM-4523-01","","","2022","3","N","N","GC","113","2023-01-08","2023-04-27"," 1:10 PM","13:10:00"," 2:25 PM","14:25:00"
"2023SP","1541","UG","COMM-1213-05","COMM","1213","05","1","STND, GENED, COREU","LEVEL","GC","GC*113","Oral Communication","Lowry, David Neil","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 2:40 PM"," 3:55 PM","MWF","16","3.00","0.00","25","0","","COMM","LLC","HBIBL (College of Humanities and Bible)","Lowry","David","LEC","","Y","","Y","","Y","","","0.00","COMM-1213-05","","","2022","3","N","Y","GC","113","2023-01-08","2023-04-27"," 2:40 PM","14:40:00"," 3:55 PM","15:55:00"
"2023SP","9799","UG","SPWR-1111-01","SPWR","1111","01","1","STND","LEVEL, SECOKENR","BRN","BRN*GYM","Ultimate Frisbee","Lynn, David Ryan","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BUSI","BUSI","PROF (College Professional Studies)","Lynn","David","LEC","","","","","","","","","0.00","SPWR-1111-01","","","2022","3","N","N","BRN","GYM","2023-01-08","2023-04-27","","","",""
"2023SP","9334","UG","SPWR-1341-01","SPWR","1341","01","1","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Varsity Golf","Lynn, David Ryan","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","0","0","","BUSI","BUSI","PROF (College Professional Studies)","Lynn","David","LEC","","","","","","","","","0.00","SPWR-1341-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","9989","UG","SPWR-4811-01","SPWR","4811","01","4","STND","LEVEL, SECOKENR","TBA","TBA*TBA","Esports","Lynn, David Ryan","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","1.00","0.00","30","0","","BUSI","BUSI","PROF (College Professional Studies)","Lynn","David","ACTV","","","","","","","","","0.00","SPWR-4811-01","","","2022","3","N","N","TBA","TBA","2023-01-08","2023-04-27","","","",""
"2023SP","7632","UG","CENG-4223-01","CENG","4223","01","4","STND","LEVEL, SECOKENR","NSW","NSW*205","Embedded Systems Design","Maher, Steven Patrick","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 9:00 AM,  8:00 AM"," 9:50 AM,  10:50 AM","M W FTH","16","3.00","0.00","20","0","","ECE","ENGCS","PROF (College Professional Studies)","Maher","Steven","LEC, LAB",", ","Y, ",", ","Y, ",", Y","Y, ",", ","2482","0.00","CENG-4223-01","","","2022","3","N","N","NSW, NSW","205, 205","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 9:00 AM,  8:00 AM","09:00:00, 08:00:00"," 9:50 AM,  10:50 AM","09:50:00, 10:50:00"
"2023SP","0756","UG","CENG-4303-91","CENG","4303","91","4","INT","LEVEL","","*","HDL Design","Maher, Steven Patrick","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","CENG","ENGCS","PROF (College Professional Studies)","Maher","Steven","WEB","","","","","","","","","0.00","CENG-4303-91","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","3063","UG","CENG-4732-01","CENG","4732","01","4","STND","LEVEL, SECOKENR","HSH","HSH*206","Systems Design I","Maher, Steven Patrick","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 1:10 PM,  11:40 AM"," 2:30 PM,  12:30 PM","T THT","16","2.00","0.00","25","0","","ECE","ENGCS","PROF (College Professional Studies)","Maher","Steven","LEC",", ",", ","Y, Y",", ","Y, ",", ",", ","","0.00","CENG-4732-01","**CLASS.ADD.KEEP:ES_Central_17-18","TOASTMASTERS MEETS IN THE DUNCAN ROOM, ON TUESDAYS AT 11:40 AM","2022","3","N","N","HSH, SC","206, DUNCAN","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 1:10 PM,  11:40 AM","13:10:00, 11:40:00"," 2:30 PM,  12:30 PM","14:30:00, 12:30:00"
"2023SP","3064","UG","CENG-4753-01","CENG","4753","01","4","STND","LEVEL, SECOKENR","HSH","HSH*206","Systems Design III","Maher, Steven Patrick","Waldo, David Jon","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 2:40 PM,  11:40 AM"," 5:30 PM,  12:30 PM","M WT","16","3.00","0.00","25","0","","ECE","ENGCS","PROF (College Professional Studies)","Maher","Steven","LEC",", ","Y, ",", Y","Y, ",", ",", ",", ","","0.00","CENG-4753-01","TOASTMASTERS MEETS IN THE DUNCAN ROOM, ON TUESDAYS AT 11:40 AM","TOASTMASTERS MEETS IN THE DUNCAN ROOM, ON TUESDAYS AT 11:40 AM","2022","3","N","N","HSH, SC","206, DUNCAN","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 2:40 PM,  11:40 AM","14:40:00, 11:40:00"," 5:30 PM,  12:30 PM","17:30:00, 12:30:00"
"2023SP","0758","GR","CENG-5013-91","CENG","5013","91","5","INT","LEVEL","","*","HDL Design","Maher, Steven Patrick","","2023-01-08","2023-01-08","2023-04-27","2023-04-27","","","","16","3.00","0.00","0","0","","CENG","ENGCS","PROF (College Professional Studies)","Maher","Steven","WEB","","","","","","","","","0.00","CENG-5013-91","","","2022","3","N","N","","","2023-01-08","2023-04-27","","","",""
"2023SP","7649","GR","CENG-5223-01","CENG","5223","01","5","STND","LEVEL","NSW","NSW*205","Embedded Systems Design","Maher, Steven Patrick","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 9:00 AM,  8:00 AM"," 9:50 AM,  10:50 AM","M W FTH","16","3.00","0.00","5","0","","CENG","ENGCS","PROF (College Professional Studies)","Maher","Steven","LEC, LAB",", ","Y, ",", ","Y, ",", Y","Y, ",", ","2482","0.00","CENG-4223-01","**CLASSMERGE:CENG-4223-01","","2022","3","N","N","NSW, NSW","205, 205","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 9:00 AM,  8:00 AM","09:00:00, 08:00:00"," 9:50 AM,  10:50 AM","09:50:00, 10:50:00"
"2023SP","3070","UG","ELEC-4732-01","ELEC","4732","01","4","STND","LEVEL, SECOKENR","HSH","HSH*206","Systems Design I","Maher, Steven Patrick","","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 1:10 PM,  11:40 AM"," 2:30 PM,  12:30 PM","T THT","16","2.00","0.00","25","0","","ECE","ENGCS","PROF (College Professional Studies)","Maher","Steven","LAB",", ",", ","Y, Y",", ","Y, ",", ",", ","","0.00","ELEC-4732-01","**CLASS.ADD.KEEP:ES_Central_17-18","TOASTMASTERS MEETS IN THE DUNCAN ROOM, ON TUESDAYS AT 11:40 AM","2022","3","N","N","HSH, SC","206, DUNCAN","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 1:10 PM,  11:40 AM","13:10:00, 11:40:00"," 2:30 PM,  12:30 PM","14:30:00, 12:30:00"
"2023SP","3071","UG","ELEC-4753-01","ELEC","4753","01","4","STND","LEVEL, SECOKENR","HSH","HSH*206","Systems Design III","Maher, Steven Patrick","Waldo, David Jon","2023-01-08","2023-01-08, 2023-01-08","2023-04-27","2023-04-27, 2023-04-27"," 2:40 PM,  11:40 AM"," 5:30 PM,  12:30 PM","M WT","16","3.00","0.00","25","0","","ECE","ENGCS","PROF (College Professional Studies)","Maher","Steven","LAB",", ","Y, ",", Y","Y, ",", ",", ",", ","","0.00","ELEC-4753-01","TOASTMASTERS MEETS IN THE DUNCAN ROOM, ON TUESDAYS AT 11:40 AM","TOASTMASTERS MEETS IN THE DUNCAN ROOM, ON TUESDAYS AT 11:40 AM","2022","3","N","N","HSH, SC","206, DUNCAN","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 2:40 PM,  11:40 AM","14:40:00, 11:40:00"," 5:30 PM,  12:30 PM","17:30:00, 12:30:00"
"2023SP","3672","UG","ENGR-2113-01","ENGR","2113","01","2","STND","LEVEL, SECOKENR","HSH","HSH*206","ECE Mathematics I","Maher, Steven Patrick","","2023-01-08","2023-01-08","2023-04-27","2023-04-27"," 10:00 AM"," 10:50 AM","MWF","16","3.00","0.00","24","0","","ENGR","ENGCS","PROF (College Professional Studies)","Maher","Steven","LEC","","Y","","Y","","Y","","","0.00","ENGR-2113-01","","","2022","3","N","N","HSH","206","2023-01-08","2023-04-27"," 10:00 AM","10:00:00"," 10:50 AM","10:50:00"
"2023SP","6462","GR","ENGR-5323-01","ENGR","5323","01","5","STND","LEVEL","PEC","PEC*227","Fail Anlys Eng Systems","Maher, Steven Patrick","","2023-03-06","2023-03-06","2023-04-27","2023-04-27"," 6:00 PM"," 9:00 PM","T","8","3.00","0.00","20","0","","ENGR","ENGCS","PROF (College Professional Studies)","Maher","Steven","LEC","","","Y","","","","","","0.00","ENGR-5323-01","","","2022","3","N","N","PEC","227","2023-03-06","2023-04-27"," 6:00 PM","18:00:00"," 9:00 PM","21:00:00"
